,osmanlica,turkce
90593,جزبزكبابی,cızbızkebabı
90594,جزاير,Cezayir
90595,جزايرخالدات,cezayirhaldat
90596,جزايرهند,cezayirhind
90597,جزيرةالعرب,CeziretülArabia
90598,جسراركنه,cesrarkene
90599,جسرشغر,cesrşagar
90600,جسرمصطفیپاشا,CesrMustafaPAşa
90601,جغا,cağa
90602,جلق,cılk
90603,جلقاوه,cılgava
90604,جمعهیكيجهسی,cumayenicesi
90605,جمعۀعتيق,Cem'aAtik
90606,جمعهبازاری,cumapazarı
90607,جن,cin
90608,جن,cen
90609,جندله,cendele
90610,جنرال,cenaral
90611,جنكه,cenke
90612,جنوره,Genevre
90613,جنوه,Genove
90614,جنه,Djenny
90615,جوز,Cüz
90616,جهانصویی,cihansuyu
90617,جهانبكلو,cihanbeyli
90618,جهری,cehri
90619,جهیز,cehiz
90620,جيحون,ceyhun
90621,جوروم,çorum
90622,جوشمق,coşmak
90623,جومرد,cömert
90624,جونبور,cumbur
90625,جوبار,cobar
90626,جوجومك,cücümek
90627,جوجوتمك,cücütmek
90628,جوجوك,cücük
90629,جونبوردامق,cumburdamak
90630,جونبوردی,cumburtu
90631,جيجوز,cicuz
90632,جيزه,cize
90633,جيغاطه,cigata
90634,جيل,ceyl
90635,جيليز,cılız
90636,جيم,cim
90637,جيمناستيق,jimnastik
90638,جيناق,cinak
90639,جيوادره,civadara
90640,جيوجيو,ceyuceyu
90641,جيویردهمك,civirdemek
90642,جيوهلك,civelik
90643,جيوه,cive
90644,جييردی,cıyırtı
90645,چاب,cab
90646,چاپلو,çaplı
90647,چاپراشيق,çapraşık
90648,چقان,çakan
90649,چپاقلانمق,çapaklanmak
90650,چاپقين,çapkın
90651,چاپقينلق,çapkınlık
90652,چاپوق,çabuk
90653,چاپيجی,çapıcı
90654,چاتچوت,çatçut
90655,چاترچاتر,çatırçatır
90656,چاتره,çatra
90657,چتاللاشمق,çatallaşmak
90658,چتاللق,çatallık
90659,چاتاله,çetele
90660,چاتالبرغوس,çatalbergus
90661,چتالمق,çatalmak
90662,چاتالجه,çatalca
90663,چاتدرمق,çatdırmak
90664,چاتالمق,çatalmak
90665,چاتقين,çatkın
90666,چاچاق,çaçak
90667,چادری,çadıri
90668,چارپدرمق,çarptırmak
90669,چارپشدرمق,çarpıştırmak
90670,چارپيق,çarpık
90671,چارپيشيق,çarpışık
90672,چارسنجاق,çarsancak
90673,چارشو,çarşı
90674,چارطاق,Çardak
90675,چارقه,çarka
90676,چاريق,çarık
90677,چاشوت,çaşut
90678,چاغرشمق,çağrışmak
90679,چغلايق,çağlayık
90680,چاغشدی,çağışdı
90681,چاغنوس,çağnus
90682,چاغه,çağa
90683,چاقالوز,çakaloz
90684,چاقشير,çakşır
90685,چاقشيرلو,çakışırlı
90686,چاقدرمق,çaktırmak
90687,چاقشدرمق,çakıştırmak
90688,چاقار,çakar
90689,چاقماقلو,çakmaklı
90690,چاقرجه,çakırca
90691,چانغرچونغر,çangırcungur
90692,چاكلو,çanlı
90693,چالپاره,çalpare
90694,چالدرمق,çaldırmak
90695,چالشدرمق,çalıştırmak
90696,چالقانمش,çalkanmış
90697,چالچكه,çalçene
90698,چالشغان,çalışkan
90699,چاليلق,çalılık
90700,چاليق,çalık
90701,چاليم,çalım
90702,چالين,çalın
90703,چامفستغی,çamfıstığı
90704,چامی,çami
90705,چاماردی,çamerdi
90706,چاملوبل,çamlıbel
90707,چاملوجه,çamlıca
90708,چاماشير,çamaşır
90709,چاماشيرجی,çamaşırcı
90710,چاميچ,çamiç
90711,چناقلق,çanaklık
90712,چاودارحصاری,çavdarhisari
90713,چاوشباشی,çavuşbaşı
90714,چاوشقوشی,çavuşkuşu
90715,چاولی,çavlı
90716,چایمعفريق,çaymeaferik
90717,چایمعقرهموق,çaymeakaramık
90718,چاينيچه,çayniçe
90719,چپارز,çaparız
90720,چپاری,çapari
90721,چپاقجور,çapakcur
90722,چپرشيك,çapraşık
90723,چپيل,çepil
90724,چتردامق,çatırdamak
90725,چتلق,çatlak
90726,چتاری,çitari
90727,چترهفيل,çetrefil
90728,چتهجی,çeteci
90729,چتيق,çetik
90730,چج,çic
90731,چچارون,çaçaron
90732,چراغان,çırağan
90733,چراموز,çiramoz
90734,چرپان,çırpan
90735,چرپدرمق,çırptırmak
90736,چرپشدرمق,çırpıştırmak
90737,چيرپندی,çırpıntı
90738,چرپيجی,çırpıcı
90739,چرچر,çırçır
90740,چركس,çerkez
90741,چركش,Çerkeş
90742,چركينلك,çirkinlik
90743,چركينلهمك,çirkinlemek
90744,چرمن,çirmen
90745,چرميك,Tchermik
90746,چرنويج,çernoviç
90747,چرنيق,çarnık
90748,چروقه,çiroka
90749,چريش,çiriş
90750,چشنيلنمك,çeşnilenmek
90751,چشيت,çeşit
90752,چغانه,çağane
90753,چغير,çığır
90754,چغاله,çığala
90755,چفتهلو,çifteli
90756,چفوطه,çifuta
90757,چگردهمك,çekirdemek
90758,چگردی,çekirdi
90759,چگردك,çekirdek
90760,چگرگه,çekirge
90761,چكهمامك,çekememek
90762,چكدرمك,çekdirmek
90763,چكشدرمك,çekiştirmek
90764,چكشدرمه,çekiştirme
90765,چكدرمه,çektirme
90766,چكمهجه,çekmece
90767,چكيج,çekiç
90768,چكيش,çekiş
90769,چكين,çekin
90770,چكه,"çeke,çene"
90771,چلدرمق,çıldırmak
90772,چلغين,çılgın
90773,چلبيلك,çelebilik
90774,چلبیبازاری,çelebipazarı
90775,چلدر,çıldır
90776,چليك,çelik
90777,چليم,çelim
90778,چلينكير,çilingir
90779,چمبالو,çimbalo
90780,چمچهبالغی,çemçebalığı
90781,چمديك,çimdik
90782,چمشكزك,çemişkezek
90783,چمشير,çimşir
90784,چمقرمق,çımkırmak
90785,چممك,çimmek
90786,چمرتمك,çemretmek
90787,چمديك,çemdik
90788,چمديكلهمك,
90789,چنبر,çember
90790,چنبرلهمك,çemberlemek
90791,چنتمك,çentmek
90792,چنتلمك,çentelmek
90793,چنتيكلهمك,çentiklemek
90794,چنتيان,çintiyan
90795,چنگانه,çingane
90796,چنگیز,çengiz
90797,چيويك,çevik
90798,چهارشنبه,Çarşamba
90799,چهيز,çeyiz
90800,چيريا,çirya
90801,چوالدوز,çuvaldız
90802,چوپچی,çöpçü
90803,چوپلك,çöplük
90804,چوپلنمك,çöplenmek
90805,چوپلو,çöplü
90806,چوپلهمه,çöpleme
90807,چوبانالدادان,çobaneddadan
90808,چوبانايكنهسی,çobaniğnesi
90809,چوباناطهسی,çobanadası
90810,چوپره,çupra
90811,چوپور,çopur
90812,چوپورينه,çupurina
90813,چوبوقاباد,çubukebad
90814,چوتور,çotur
90815,چوتوق,çotuk
90816,چوجوق,çocuk
90817,چولوق,çoluk
90818,چوجوقلق,çocukluk
90819,چور,çör
90820,چورلك,çorluk
90821,چوراب,çorap
90822,چوراق,çorak
90823,چورانيقو,çoraniko
90824,چوربا,çorba
90825,چورباجی,çorbacı
90826,چورپه,çorpa
90827,چورتان,çortan
90828,چورتانگولی,çortangölü
90829,چورتو,çortu
90830,چوردوكاوتی,çordukotu
90831,چورك,çörek
90832,چوركاوتی,çörekotu
90833,چوركلنمك,çöreklenmek
90834,چورلی,Çorlu
90835,چوروم,çorum
90836,چورومك,çürümek
90837,چوروتمك,çürütmek
90838,چوروك,çürük
90839,چوروكلك,çürüklük
90840,چوروكچای,çürükçay
90841,چوروكصو,ÇorukSu
90842,چوز,çüz
90843,چوزمك,çözmek
90844,چوزلمك,çözülmek
90845,چوزگن,çözgen
90846,چوزگو,çözgü
90847,چوزوك,çözük
90848,چوغان,çoğan
90849,چوغلامه,çuğlama
90850,چوغور,çoğur
90851,چوغالمق,çoğalmak
90852,چوغورجق,çoğurcuk
90853,چوق,çok
90854,چوقلق,çokluk
90855,چوقسامق,çoksamak
90856,چوقال,çukal
90857,چوقرامق,çokramak
90858,چوقمار,çokmar
90859,چوقولاتو,çikolata
90860,چوقه,çuka
90861,چوقدار,çoğadar
90862,چوقهاطهسی,çokaadası
90863,چوكمك,çökmek
90864,چوكرمك,çökermek
90865,چوكشمك,çöküşmek
90866,چوكرتمه,çökertme
90867,چوكلمك,çökülmek
90868,چوكاری,çukari
90869,چوكارتغه,çugarta
90870,چوكورتغه,çukurtga
90871,چوكوك,çökük
90872,چوكل,çukal
90873,چوكهلك,çökelik
90874,چوكن,çöğen
90875,چوگندر,çöğender
90876,چوكندی,çöküntü
90877,چوكوج,çöküç
90878,چوگور,çöğür
90879,چوكوش,çöküş
90880,چوكهرك,çökerek
90881,چول,çöl
90882,چولاباد,çulabad
90883,چولدو,çuldu
90884,چولاق,çolak
90885,چولاقلق,çolaklık
90886,چولپا,çolpa
90887,چولپان,çolpan
90888,چولك,çülek
90889,چولمك,çulmek
90890,چومار,çomar
90891,چوماق,çomak
90892,چومز,çömez
90893,چوملك,çömlek
90894,چوململ,çömlemek
90895,چومور,çomur
90896,چونكل,çöngel
90897,چونبور,çönbur
90898,چونكش,Çevenkeş
90899,چونكول,çöngül
90900,چويان,çoyan
90901,چيبان,çıban
90902,چيتلی,Cittli
90903,چيتمك,çitmek
90904,چيتيمك,çitimek
90905,چيتی,çiti
90906,چيتيق,çitik
90907,چيتيك,çitik
90908,چيتينلك,çetinlik
90909,چتينلشمك,çetinleşmek
90910,چيچك,çiçek
90911,چيچكلك,çiçeklik
90912,چيچكلنمك,çiçeklenmek
90913,چيچه,çiçe    cice
90914,چيخله,çihla
90915,چيدام,çidam
90916,چير,çir
90917,چيروز,çiroz
90918,چيزمك,çizmek
90919,چيزدرمك,çizdirmek
90920,چيزنمك,çizinmek
90921,چيزگی,çizgi
90922,چيس,çis
90923,چيسندی,çisenti
90924,چيسكين,çiskin
90925,چيش,çiş
90926,چيشندرمك,çişendirmek
90927,چيشيك,çişik
90928,چيغ,çiğ
90929,چغلدی,çığıltı
90930,چيغيت,çığıt
90931,چيغير,çığır
90932,چيويت,çivit
90933,چيويدی,çividi
90934,چيغرمق,çığırmak
90935,چيغرشمق,çığrışmak
90936,چيغيرغان,çığırgan
90937,چيغريق,çığırık
90938,چيغين,çığın
90939,چيغا,Çığa
90940,چيغاره,çigara
90941,چيقار,çıkar
90942,چيقره,çıkra
90943,چيقمق,çıkmak
90944,چيقرمق,çıkarmak
90945,چيقريقجی,çıkrıkçı
90946,چيقريقجيلق,çıkrıkçılık
90947,چيقمه,çıkma
90948,چيقندی,çıkıntı
90949,چيقيش,çıkış
90950,چيقيق,çıkık
90951,چيقيم,çıkım
90952,چيقين,çıkın
90953,چيقشمق,çıkışmak
90954,چيقشدرمق,çıkıştırmak
90955,چيقريق,çıkrık
90956,چيكتای,çiktay
90957,چيگدام,çiğdem
90958,چيگدنه,çiğdene
90959,چيگنهمك,çiğnemek
90960,چيگنتمك,çiğnetmek
90961,چيگنهنلمك,çiğnenilmek
90962,چيگنهميك,çiğnemik
90963,چيگیت,çiğit
90964,چيل,çil
90965,چيگ,çi
90966,چيگ,çiğ
90967,چيگده,çiğde
90968,چيگدم,çiğdem
90969,چيگلك,çiğlik
90970,چيكرهمق,çıkramak
90971,چيكسنمك,çiğsinmek
90972,چيگسهمك,çiğsemek
90973,چيلان,çilan
90974,چيم,çim
90975,چيملندرمك,çimlendirmek
90976,چيما,çima
90977,چيمبار,çimbar
90978,چيمچك,çimçek
90979,چينی,çini
90980,چينيزلك,çinizlik
90981,چيناقوب,çinekop
90982,چينقو,çinko
90983,چيوغه,çıvga
90984,چيوی,çivi
90985,چيویلهمك,çivilemek
90986,چيویلنمك,çivilenmek
90987,چيومك,çivmek
90988,چيويرمك,çevirmek
90989,چيويرتمك,çevirtmek
90990,چيويرلمك,çevirilmek
90991,چيويرنمك,çevirenmek
90992,چيورندی,çevirinti
90993,چيويره,çevire
90994,چبچوره,çepeçevre
90995,چيير,çıyır
90996,حاجیاوغلیبازارجغی,HacıOğluPazarcığı
90997,حاجیبكتاش,HacıBektaş
90998,حاجیترخان,hacıtarhan
90999,حاجیحمزه,hacıhamza
91000,حاجیعباس,hacıabbas
91001,حاجیكویی,HacıKöyü
91002,حاجيلو,hacılı
91003,حاجیموراد,hacımurat
91004,حارم,Harim
91005,حاسيه,hasiye
91006,حاصبيا,hasbiya
91007,حانی,hani
91008,حجر,Hıcır
91009,حرمين,harameyn
91010,حسا,hisa
91011,حصار,hisar
91012,حصنالاكراد,HisanEl'ekrad
91013,حصنغراب,hasangarab
91014,حصنكيفا,hasankeyfa
91015,حصنمنصور,hüsnümansur
91016,حضرو,hazru
91017,حكاری,Hakkari
91018,حلب,halep
91019,حله,hılle
91020,حما,hama
91021,حمامعلی,HamamAli
91022,حماملو,hamamlı
91023,حمایلی,hamaylı
91024,حمدالله,Hamdüllah
91025,حمرين,hamrin
91026,حمص,Hams
91027,حميدايلی,hamitili
91028,حوران,Havran
91029,حوصه,havsa
91030,حوضه,Havza
91031,حیدرانلو,haydaranlı
91032,حیفا,Hayfa
91033,حومه,havme
91034,حوناز,havnaz
91035,حويران,haviran
91036,خا,ha
91037,خاتونايلی,hatunili
91038,خاتونخانی,HatunHanı
91039,خاچواری,haçvari
91040,خارلدی,harıltı
91041,خاصكوی,Hasköy
91042,خامخوم,hamhum
91043,خانبالق,hanbalık
91044,خانبارچين,hanbarçin
91045,خانيونس,hanyunus
91046,خانقين,hankın
91047,خانی,hani
91048,خانيه,hanya
91049,خاولو,havlu
91050,خبخاب,habhab
91051,ختلان,hatelan
91052,خپورخوپور,hapurhupur
91053,ختا,hata
91054,ختایی,hatayi
91055,ختمی,Hatemi
91056,ختنخوتن,hatenhutan
91057,خوتون,hotun
91058,خداوندكار,Hüdavendigar
91059,خرلديجی,hırıltıcı
91060,خرار,harar
91061,خرازه,haraze
91062,خراسانی,horasani
91063,خرمانده,harmande
91064,خرپوت,Harput
91065,خرپوشته,harpuşte
91066,خرپه,harpe
91067,خرتی,hırti
91068,خرچين,hırçın
91069,خرخر,hırhır
91070,خرسزلق,hırıszlık
91071,خرسوفی,harsufi
91072,خرسوه,Khirsovo
91073,خرطوم,hortum
91074,عاصیخرما,asiharma
91075,خرمانلامق,harmanlamak
91076,خرمنجی,harmancı
91077,خرمنجك,Harmancık
91078,خرمنقيا,harmankaya
91079,خروب,harub
91080,خروس,horos
91081,خروز,horoz
91082,خروسجق,horoscuk
91083,خروزلانمق,horozlanmak
91084,خروسپينه,horospina
91085,خريزمه,harizme
91086,خز,haz
91087,خزائل,haza'il
91088,خزار,hızar
91089,خزر,hazer
91090,خسروپاشا,HüsrevPaşa
91091,خشه,hişe
91092,خضرالياسبوغازی,hıdırilyasboğazı
91093,خفشاباط,hofşabat
91094,خلتمعفاطر,haltmeafatir
91095,خلصا,hülasa
91096,خلقمق,halkamak
91097,خليلالرحمن,HalilürRahman
91098,خمور,hamur
91099,خمورايشی,hamurişi
91100,خموط,hamut
91101,خندريلی,handerili
91102,خنوس,hunus
91103,خوارزم,hevarzem
91104,خوربس,hurbes
91105,خيرايللو,hayrilli
91106,خيرهبولی,Hayrabolu
91107,خوپبا,hoppa
91108,خوپبالا,hopala
91109,خوپلامق,hoplamak
91110,خوپه,Khope
91111,خودان,hodan
91112,خورلامق,horlamak
91113,خورلق,horluk
91114,خورلدامق,horuldamak
91115,خورا,hura
91116,خوريشته,hurpeşte
91117,خورتلامق,hortlamak
91118,خوروز,horoz
91119,خوريات,horyat
91120,خوز,Huz
91121,خوشالای,hoşalay
91122,خوشمريم,höşmerim
91123,خوشنود,hoşnut
91124,خوطوز,hotoz
91125,خوندی,hundu
91126,خيان,hayan
91127,خيرچين,hırçın
91128,داخل,dahil
91129,داربيز,darbiz
91130,دارطغان,dardağan
91131,دارفور,Darfour
91132,دارنده,Darende
91133,داریدره,Daridere
91134,داغلانمق,dağlanmak
91135,داغستان,dağistan
91136,داقوق,tavuk
91137,داللاندرمق,dallandırmak
91138,داللوجه,dallıca
91139,داليا,dalya
91140,دامجانه,damacana
91141,دانشمندلو,danişmentli
91142,دانمارقه,danimarka
91143,داودی,davudi
91144,داوديه,davdiye
91145,دبدوب,debdüb
91146,دبره,debre
91147,دبوی,debbüy
91148,دبه,tepe
91149,دبدرمك,teptirmek
91150,دپمك,tepmek
91151,دپشمك,tepişmek
91152,دپندرمك,tepindirmek
91153,دپمه,tepme
91154,دپنمه,tepinme
91155,دپوزيته,depozito
91156,دپه,tepe
91157,دپهلك,tepelik
91158,دپهلو,tepeli
91159,دپهلهمك,tepelemek
91160,دپهلتمك,tepeletmek
91161,دپهلهمه,tepeleme
91162,دپهدلن,tepedelen
91163,دترهمك,titremek
91164,دترتمك,titretmek
91165,دترشمك,titreşmek
91166,دترك,titrek
91167,ددهاغاجی,dedeağacı
91168,دديرگین,tedirgin
91169,دردرلهمك,derderlemek
91170,دراج,Derac
91171,دراغومان,drağoman
91172,دراقی,durragi
91173,درامه,Drama
91174,درت,dert
91175,دردر,derder
91176,درتنك,derteng
91177,دردر,dirdir
91178,درتلشمك,dertleşmek
91179,درتلنمك,dertlenmek
91180,درتلو,dertli
91181,درزی,terzi
91182,دركنه,derekne
91183,دركوش,dergüş
91184,درلو,türlü
91185,درلهمك,derlemek
91186,درنه,Derne
91187,درهوش,dereveş
91188,دری,dürri
91189,دريك,derin
91190,دزدز,dizdiz
91191,دزقول,dezkul
91192,دذلاتمق,dızlatmak
91193,ديزلاق,dızlak
91194,دستامورو,destamoru
91195,دسيمترو,desimetro
91196,دشنكور,deşengür
91197,دفنهجك,defnecik
91198,دكهمك,denemek
91199,دكسزلنمك,densizlenmek
91200,دگرميلنمك,değirmilenmek
91201,دكز,deniz
91202,دكزلو,denizli
91203,دگدرمك,değdirmek
91204,دگیش,değiş
91205,دگشيكلك,değişiklik
91206,دكشدرمك,değiştirmek
91207,دگرلو,değerli
91208,دگشور,değişir
91209,دكك,denek
91210,دلدرمك,deldirmek
91211,دليك,delik
91212,دليكلو,delikli
91213,دليكلوطاش,deliklitaş
91214,دلوينه,delvine
91215,دلورمك,delirmek
91216,دلورتمك,delirtmek
91217,دليجه,delice
91218,دليشمن,delişmen
91219,دليلك,delik
91220,دلیاورمان,deliorman
91221,دمشق,dımışık
91222,دمورخون,demurhon
91223,دمياط,dimyat
91224,دمين,demin
91225,دنبك,dunbek
91226,دنقباق,denkabak
